40.03	42.07
42.07	44.28
44.28	46.55
46.55	49.21
49.21	51.32
51.32	53.3
53.3	55.35
55.35	57.17
57.17	59.42
59.42	62.25
62.25	64.47
64.47	66.53
66.53	69.01
69.01	71.42
71.42	73.43
73.43	75.57
75.57	79.22
79.22	81.45
