0	2.55
2.55	5.27
5.27	7.35
7.35	10.11
10.11	12.44
12.44	15.17
15.17	17.01
17.01	18.58
18.58	21.24
21.24	23.51
23.51	26.27
26.27	28.45
28.45	30.51
30.51	33.07
33.07	35.2
35.2	37.45
37.45	40.03
